################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.7222508569520554E-01 a        59     0     3     1    11
  5.1293722311443322E-02 a        60     0     3     1    12
  1.3562765281849901E-01 a        61     0     3     1    13
  5.0040241078032643E-01 a        62     0     3     1    14
  1.1944580842548178E+00 a        63     0     3     1    15
  4.1338259459023313E-01 a        64     0     3     1    16
 -3.6491695970168325E-02 a        65     0     3     1    17
  3.1058465557941234E-01 a        66     0     3     1    18
  2.7193089686513822E-01 a        67     0     3     1    19
  9.9407849394455877E-02 a        68     0     3     1    20
 -3.3336048048793337E-01 a        69     0     3     1    21
  1.0274594421097866E-02 a        70     0     3     1    22
 -5.7733749775897947E-01 a        71     0     3     1    23
 -2.1796489746346875E-01 a        72     0     3     1    24
 -1.2097407695666089E-01 a        73     0     4     1     1
 -1.2823573716873074E-01 a        74     0     4     1     2
 -1.4781146984298602E-01 a        75     0     4     1     3
 -3.3791671256342987E-01 a        76     0     4     1     4
 -3.0941599191433394E-01 a        77     0     4     1     5
  2.3895854117377285E-01 a        78     0     4     1     6
 -4.8812665098357122E-01 a        79     0     4     1     7
 -2.1967620662557136E-01 a        80     0     4     1     8
 -1.5233558395970254E-02 a        81     0     4     1     9
  4.6211032368535682E-01 a        82     0     4     1    10
 -4.5762220204818782E-01 a        83     0     4     1    11
 -2.1866721711789558E-01 a        84     0     4     1    12
  1.5735428783737621E-01 a        85     0     4     1    13
  5.6219632300793680E-02 a        86     0     4     1    14
  1.6048146839022881E-01 a        87     0     4     1    15
  1.9690907751265435E-01 a        88     0     4     1    16
 -3.7691326412258730E-01 a        89     0     4     1    17
  2.0969934427214888E-02 a        90     0     4     1    18
 -2.1478871930785501E-01 a        91     0     4     1    19
  5.7321101364790394E-01 a        92     0     4     1    20
 -1.3449363952252413E-01 a        93     0     4     1    21
 -6.3432785535110325E-01 a        94     0     4     1    22
 -5.1411674881111558E-01 a        95     0     4     1    23
 -7.6613175210504569E-01 a        96     0     4     1    24
  3.7204322766569664E-01 a        97     0     5     1     1
  3.4458215078352755E-01 a        98     0     5     1     2
  3.0077240156751861E-01 a        99     0     5     1     3
  1.4151426333932537E-01 a       100     0     5     1     4
  4.6353648667437714E-01 a       101     0     5     1     5
 -3.6083930076038218E-03 a       102     0     5     1     6
 -9.0971782879913587E-02 a       103     0     5     1     7
 -7.3226669567583147E-01 a       104     0     5     1     8
  8.7343739802591705E-02 a       105     0     5     1     9
 -5.7279932238062617E-02 a       106     0     5     1    10
  6.4115552241758675E-02 a       107     0     5     1    11
 -6.7109922049512521E-02 a       108     0     5     1    12
 -3.0497116028316529E-01 a       109     0     5     1    13
 -1.7024506636671438E-01 a       110     0     5     1    14
  8.5000440970887936E-02 a       111     0     5     1    15
 -3.3438494525187025E-02 a       112     0     5     1    16
  5.9770572525192453E-02 a       113     0     5     1    17
  1.4236376990577077E-01 a       114     0     5     1    18
 -3.7802415421677041E-03 a       115     0     5     1    19
  1.0129950510121030E-01 a       116     0     5     1    20
 -6.8426744082839186E-01 a       117     0     5     1    21
  4.4454560132058768E-01 a       118     0     5     1    22
  3.1904044805640658E-01 a       119     0     5     1    23
 -7.6562537013330711E-02 a       120     0     5     1    24
  5.4968764634416156E-01 a       121     0     6     1     1
  2.6175487125424290E-01 a       122     0     6     1     2
  1.3368808420249098E-01 a       123     0     6     1     3
 -2.6656815256896965E-01 a       124     0     6     1     4
  1.1735476503731748E-01 a       125     0     6     1     5
 -2.0113317730775168E-01 a       126     0     6     1     6
 -2.5341548564022570E-01 a       127     0     6     1     7
 -2.3733854656139389E-01 a       128     0     6     1     8
 -1.8929660182183922E-01 a       129     0     6     1     9
  4.0230686238607855E-01 a       130     0     6     1    10
 -4.5095662607554415E-01 a       131     0     6     1    11
 -2.4524109153934925E-01 a       132     0     6     1    12
  3.5937335763493100E-01 a       133     0     6     1    13
 -1.2379183837015645E-01 a       134     0     6     1    14
 -1.0022353442449944E-01 a       135     0     6     1    15
  5.0298501602413681E-01 a       136     0     6     1    16
  2.5831453076304847E-03 a       137     0     6     1    17
  1.1143334067717631E-01 a       138     0     6     1    18
  4.0564180213123385E-01 a       139     0     6     1    19
 -2.8394847148654950E-01 a       140     0     6     1    20
  2.1289643991547844E-01 a       141     0     6     1    21
  6.2150843025389479E-01 a       142     0     6     1    22
  9.3333637908443165E-02 a       143     0     6     1    23
  8.4149574852806031E-01 a       144     0     6     1    24
 -3.1748072643701719E-01 a       145     0     7     1     1
 -6.9848533976629046E-01 a       146     0     7     1     2
  4.6811735396726110E-02 a       147     0     7     1     3
  3.9462612473481973E-01 a       148     0     7     1     4
  8.8641987118167911E-02 a       149     0     7     1     5
 -5.9608630002364205E-01 a       150     0     7     1     6
  3.2378594069567546E-01 a       151     0     7     1     7
 -1.1919299330609688E-02 a       152     0     7     1     8
 -3.6669696722955797E-01 a       153     0     7     1     9
  1.5425712705557046E-01 a       154     0     7     1    10
 -2.4301523201977177E-02 a       155     0     7     1    11
 -4.8295773506140760E-01 a       156     0     7     1    12
 -9.2884070275388086E-02 a       157     0     7     1    13
  5.6961257415401811E-01 a       158     0     7     1    14
 -3.0316880309561484E-01 a       159     0     7     1    15
 -3.6732375030722536E-01 a       160     0     7     1    16
  1.8866839991238196E-01 a       161     0     7     1    17
  2.6643035586073066E-01 a       162     0     7     1    18
 -5.4080501324990128E-02 a       163     0     7     1    19
 -4.5018608121984861E-02 a       164     0     7     1    20
 -8.0096658560383760E-01 a       165     0     7     1    21
 -4.0229925512762876E-01 a       166     0     7     1    22
  2.5958629282814794E-01 a       167     0     7     1    23
  6.9134037948520499E-01 a       168     0     7     1    24
  8.9521409231829185E-01 a       169     0     8     1     1
 -6.7313664539960427E-01 a       170     0     8     1     2
  4.7286120690875372E-01 a       171     0     8     1     3
  4.4638881980212047E-01 a       172     0     8     1     4
 -4.1228969851105085E-01 a       173     0     8     1     5
 -2.8198080716400470E-01 a       174     0     8     1     6
 -8.5254404599184896E-01 a       175     0     8     1     7
 -6.3926771118288339E-01 a       176     0     8     1     8
 -6.0078511710338200E-01 a       177     0     8     1     9
 -3.2858523697306735E-01 a       178     0     8     1    10
  7.1433079856853532E-01 a       179     0     8     1    11
 -7.3589816662715624E-01 a       180     0     8     1    12
  5.6248055982664702E-01 a       181     0     8     1    13
 -8.4094565505166877E-02 a       182     0     8     1    14
  9.6328002675182023E-01 a       183     0     8     1    15
  1.1406154156097488E-01 a       184     0     8     1    16
 -2.4498168669669429E-01 a       185     0     8     1    17
 -4.7382727820380399E-01 a       186     0     8     1    18
  7.8370395043945565E-02 a       187     0     8     1    19
  6.0904535484913958E-01 a       188     0     8     1    20
  2.5643175593695061E-01 a       189     0     8     1    21
  3.1892646087946136E-01 a       190     0     8     1    22
  2.7651832490484474E-01 a       191     0     8     1    23
  4.6470244345520167E-01 a       192     0     8     1    24
 -1.5865706807995378E-01 a       193     0     9     1     1
 -5.9277247285266614E-02 a       194     0     9     1     2
  5.2986471432533856E-02 a       195     0     9     1     3
  2.1604169890357836E-01 a       196     0     9     1     4
 -4.6456307957518303E-03 a       197     0     9     1     5
  7.3508630004768427E-02 a       198     0     9     1     6
 -1.4839184532381888E-01 a       199     0     9     1     7
  4.1882398554419727E-02 a       200     0     9     1     8
 -6.6899048263582159E-02 a       201     0     9     1     9
 -1.0933045470363940E-01 a       202     0     9     1    10
  1.1766226915792463E-01 a       203     0     9     1    11
 -6.5978635036791800E-02 a       204     0     9     1    12
  3.3535855112021978E-01 a       205     0     9     1    13
  1.3408689293047730E-02 a       206     0     9     1    14
  1.0724383477735258E-01 a       207     0     9     1    15
  5.3488423037810415E-02 a       208     0     9     1    16
 -1.5831216658956487E-01 a       209     0     9     1    17
  1.6463946863973941E-01 a       210     0     9     1    18
  6.6959010060833976E-02 a       211     0     9     1    19
  1.7222708904192269E-01 a       212     0     9     1    20
  8.7236754105130751E-02 a       213     0     9     1    21
  1.5127731076694584E-01 a       214     0     9     1    22
  2.0169625373260155E-01 a       215     0     9     1    23
  3.9006411988902631E-02 a       216     0     9     1    24
  1.1956820184742106E-01 a       217     0    10     1     1
 -1.3215834782117125E-01 a       218     0    10     1     2
  6.7342272003479253E-02 a       219     0    10     1     3
  3.6446348466420246E-02 a       220     0    10     1     4
  1.5739896903801676E-01 a       221     0    10     1     5
 -1.1203810360518214E-02 a       222     0    10     1     6
 -4.7389251685802568E-02 a       223     0    10     1     7
  8.0820633313106929E-03 a       224     0    10     1     8
  3.6564897948027433E-02 a       225     0    10     1     9
 -5.9637831047359799E-02 a       226     0    10     1    10
  1.3462576293792194E-01 a       227     0    10     1    11
 -5.4176923006599310E-03 a       228     0    10     1    12
 -1.7553997643160774E-01 a       229     0    10     1    13
  8.5421874690619307E-02 a       230     0    10     1    14
  1.0456587209331737E-01 a       231     0    10     1    15
  3.8366241996061153E-02 a       232     0    10     1    16
 -1.2082029583885226E-01 a       233     0    10     1    17
 -5.6622080982271464E-02 a       234     0    10     1    18
  1.8769478609728097E-02 a       235     0    10     1    19
  1.5887768024733870E-01 a       236     0    10     1    20
 -2.6322422642356656E-02 a       237     0    10     1    21
  1.7537861883702396E-01 a       238     0    10     1    22
  1.2319614219051512E-03 a       239     0    10     1    23
  2.6700288775869513E-01 a       240     0    10     1    24
  2.1252445669193265E-01 a       241     0    11     1     1
 -3.3673560464663736E-02 a       242     0    11     1     2
 -1.0678720915602319E-01 a       243     0    11     1     3
  1.1463006583184145E-01 a       244     0    11     1     4
 -2.0405486324976485E-01 a       245     0    11     1     5
 -5.4769002973771783E-02 a       246     0    11     1     6
  1.6243071790042994E-02 a       247     0    11     1     7
 -3.1494018409926772E-02 a       248     0    11     1     8
  4.3438095483559230E-02 a       249     0    11     1     9
 -3.6818116959184100E-01 a       250     0    11     1    10
  1.1237236552792468E-01 a       251     0    11     1    11
 -1.4848379677929344E-01 a       252     0    11     1    12
 -1.5755017807809080E-01 a       253     0    11     1    13
 -3.7295174291720068E-01 a       254     0    11     1    14
  1.3562099656424981E-01 a       255     0    11     1    15
  3.2313176276746521E-02 a       256     0    11     1    16
 -9.9667851515809675E-02 a       257     0    11     1    17
 -1.1214486602798431E-01 a       258     0    11     1    18
 -1.4096029189308015E-01 a       259     0    11     1    19
  1.4972711834820757E-01 a       260     0    11     1    20
 -2.1466135142039058E-01 a       261     0    11     1    21
 -5.2124344774544207E-01 a       262     0    11     1    22
 -8.3303608364125089E-03 a       263     0    11     1    23
 -3.3299156087559978E-01 a       264     0    11     1    24
 -1.7620247502021377E-01 a       265     0    12     1     1
 -3.2757783880412805E-01 a       266     0    12     1     2
  1.1813277102775623E+00 a       267     0    12     1     3
  1.5294359832867863E-01 a       268     0    12     1     4
 -1.1586955395099133E-01 a       269     0    12     1     5
 -2.7277199837666760E-01 a       270     0    12     1     6
 -5.0593750656114611E-01 a       271     0    12     1     7
 -7.2496840231926285E-01 a       272     0    12     1     8
  1.4117626437433484E-01 a       273     0    12     1     9
 -1.1718052287810610E+00 a       274     0    12     1    10
  6.8745341706645191E-01 a       275     0    12     1    11
 -2.1749480394044110E-01 a       276     0    12     1    12
 -7.8138279236579933E-01 a       277     0    12     1    13
  6.8214143947894457E-01 a       278     0    12     1    14
  6.3657152151131727E-02 a       279     0    12     1    15
 -7.6778147869011770E-01 a       280     0    12     1    16
 -6.4288526236620802E-01 a       281     0    12     1    17
  2.6744935978995299E-01 a       282     0    12     1    18
 -1.8807624323683727E+00 a       283     0    12     1    19
  8.5854109566457582E-01 a       284     0    12     1    20
 -5.8861333145988071E-01 a       285     0    12     1    21
 -1.3148296441162752E+00 a       286     0    12     1    22
  7.1589354753130563E-01 a       287     0    12     1    23
 -7.5996742921995686E-01 a       288     0    12     1    24
 -1.8554647397808935E-01 a       289     0    13     1     1
  9.4837578605336658E-03 a       290     0    13     1     2
 -4.1238800524212117E-02 a       291     0    13     1     3
  9.8496865918315066E-02 a       292     0    13     1     4
 -1.6750670804796343E-02 a       293     0    13     1     5
  1.0278100569572472E-01 a       294     0    13     1     6
 -1.8283305659704169E-01 a       295     0    13     1     7
 -2.7104617873719833E-01 a       296     0    13     1     8
 -7.2498703612727594E-03 a       297     0    13     1     9
 -7.5680001759135546E-03 a       298     0    13     1    10
  8.4992836091263707E-02 a       299     0    13     1    11
 -9.5772265924638604E-03 a       300     0    13     1    12
 -6.3789601023061374E-02 a       301     0    13     1    13
 -1.2821901855858908E-01 a       302     0    13     1    14
  7.6472124879002359E-02 a       303     0    13     1    15
 -2.0657079618831498E-01 a       304     0    13     1    16
  8.5166627863316691E-02 a       305     0    13     1    17
 -1.0934730224674808E-02 a       306     0    13     1    18
  1.1091161118872829E-01 a       307     0    13     1    19
 -7.0280429880052647E-02 a       308     0    13     1    20
  1.2940961335137444E-01 a       309     0    13     1    21
 -5.7501238073873612E-02 a       310     0    13     1    22
  5.5670095643344242E-01 a       311     0    13     1    23
 -6.9074846238041984E-02 a       312     0    13     1    24
  2.0209022293330817E-01 a       313     0    14     1     1
 -2.1235981287851305E-01 a       314     0    14     1     2
 -6.7922105401741789E-02 a       315     0    14     1     3
 -1.8338248277875654E-02 a       316     0    14     1     4
 -5.6565909520536584E-02 a       317     0    14     1     5
  5.9383421529170560E-02 a       318     0    14     1     6
  3.3873520550273178E-01 a       319     0    14     1     7
  1.6984181807111870E-01 a       320     0    14     1     8
  4.7608533777839350E-02 a       321     0    14     1     9
  1.5986302123193777E-01 a       322     0    14     1    10
  8.0283141898017350E-03 a       323     0    14     1    11
  1.0195182354590300E-01 a       324     0    14     1    12
  1.4030470060120290E-01 a       325     0    14     1    13
 -3.4212484130634269E-02 a       326     0    14     1    14
 -2.6318647825441494E-01 a       327     0    14     1    15
  1.0162593680190596E-01 a       328     0    14     1    16
 -3.7450268111321799E-01 a       329     0    14     1    17
  1.2688634783821159E-01 a       330     0    14     1    18
  7.7866170108045363E-02 a       331     0    14     1    19
  2.7121468473469917E-01 a       332     0    14     1    20
 -1.3072820850575775E-01 a       333     0    14     1    21
  7.6414184851952421E-02 a       334     0    14     1    22
 -8.9669684952969508E-02 a       335     0    14     1    23
  3.0290766471579461E-01 a       336     0    14     1    24
  3.9533194095584140E-01 a       337     0    15     1     1
 -3.7028031771230166E-02 a       338     0    15     1     2
 -1.7566790879172003E-01 a       339     0    15     1     3
 -1.6045560597841449E-01 a       340     0    15     1     4
 -9.3900711786946076E-02 a       341     0    15     1     5
 -1.7441353767628293E-01 a       342     0    15     1     6
  1.1293589946526525E-01 a       343     0    15     1     7
  1.9246940430799045E-01 a       344     0    15     1     8
  8.4451693320788238E-02 a       345     0    15     1     9
 -6.8049719610733476E-03 a       346     0    15     1    10
 -2.8283572734589951E-01 a       347     0    15     1    11
  5.0958677311463851E-01 a       348     0    15     1    12
 -2.5589959918203401E-02 a       349     0    15     1    13
  4.6212115966987911E-02 a       350     0    15     1    14
 -1.3881362618730489E-01 a       351     0    15     1    15
  2.7027477653292670E-01 a       352     0    15     1    16
  9.6806310174287185E-03 a       353     0    15     1    17
 -2.8553150839013336E-01 a       354     0    15     1    18
 -2.0598229431430934E-01 a       355     0    15     1    19
  2.5666760548877399E-02 a       356     0    15     1    20
 -2.5517651714167366E-01 a       357     0    15     1    21
 -1.6101625099259823E-01 a       358     0    15     1    22
 -2.0907896125098990E-01 a       359     0    15     1    23
 -1.4816866275544519E-01 a       360     0    15     1    24
  1.4493202118103660E-01 a       361     0    16     1     1
  1.4241354158325648E-03 a       362     0    16     1     2
  5.6980330510445862E-02 a       363     0    16     1     3
  2.9792928275987066E-02 a       364     0    16     1     4
  8.6446845739222761E-02 a       365     0    16     1     5
 -7.3051134771682250E-02 a       366     0    16     1     6
 -5.7539133414009000E-02 a       367     0    16     1     7
 -2.0112067627677976E-02 a       368     0    16     1     8
  1.8204379991794740E-02 a       369     0    16     1     9
  6.7936916237153103E-02 a       370     0    16     1    10
 -2.0276381325922541E-01 a       371     0    16     1    11
  5.6992991279106786E-02 a       372     0    16     1    12
 -1.5510524279942081E-01 a       373     0    16     1    13
  1.0597052983946867E-01 a       374     0    16     1    14
 -3.9139022743010864E-02 a       375     0    16     1    15
  7.7575428503888863E-02 a       376     0    16     1    16
  7.7527309748562229E-02 a       377     0    16     1    17
 -6.5632123730957642E-02 a       378     0    16     1    18
 -1.2505715537137299E-01 a       379     0    16     1    19
 -1.2747490861457039E-01 a       380     0    16     1    20
 -9.3553267196128508E-03 a       381     0    16     1    21
 -2.4031641787961558E-01 a       382     0    16     1    22
 -1.6115999551533772E-01 a       383     0    16     1    23
 -2.2341001620648768E-01 a       384     0    16     1    24
 -3.6489673731385519E-01 a       385     0    17     1     1
 -1.0103106960804424E-01 a       386     0    17     1     2
 -1.6633338075853801E-01 a       387     0    17     1     3
 -4.5251785519616443E-02 a       388     0    17     1     4
 -3.0196810002200442E-02 a       389     0    17     1     5
  3.9737009080623449E-02 a       390     0    17     1     6
 -2.0989528109102237E-01 a       391     0    17     1     7
 -8.9485286219817082E-03 a       392     0    17     1     8
 -8.2235765138339606E-02 a       393     0    17     1     9
  2.5710583999069052E-02 a       394     0    17     1    10
  1.3758912725083142E-01 a       395     0    17     1    11
 -1.1345377784254002E-01 a       396     0    17     1    12
  2.0278438953554179E-01 a       397     0    17     1    13
  4.5642423014985123E-01 a       398     0    17     1    14
  4.8031096419422226E-01 a       399     0    17     1    15
 -3.3927552773285014E-01 a       400     0    17     1    16
  1.6735382040196731E-03 a       401     0    17     1    17
  1.7919086450961247E-01 a       402     0    17     1    18
 -9.5940153216228174E-02 a       403     0    17     1    19
 -2.9267408172313170E-01 a       404     0    17     1    20
 -2.5393935192692485E-01 a       405     0    17     1    21
  4.2844683325004865E-02 a       406     0    17     1    22
  2.6387065022308848E-01 a       407     0    17     1    23
  1.1030771338692245E-01 a       408     0    17     1    24
  1.3526081353950362E-01 a       409     0    18     1     1
  8.6401751961128051E-02 a       410     0    18     1     2
 -9.9419202518962996E-02 a       411     0    18     1     3
 -3.1698928476838734E-01 a       412     0    18     1     4
 -3.8932150089082178E-02 a       413     0    18     1     5
 -1.4640599169697682E-01 a       414     0    18     1     6
 -6.0849494921123001E-02 a       415     0    18     1     7
  7.8238758136181918E-02 a       416     0    18     1     8
  9.6607073808944816E-02 a       417     0    18     1     9
  2.5402661955026989E-01 a       418     0    18     1    10
 -1.8346926427210658E-01 a       419     0    18     1    11
  4.4955993647837805E-01 a       420     0    18     1    12
  1.3291596217788762E-01 a       421     0    18     1    13
  3.5142063332853735E-01 a       422     0    18     1    14
  1.1181407917939834E-02 a       423     0    18     1    15
  9.5471161276504707E-02 a       424     0    18     1    16
  3.9553916420989023E-02 a       425     0    18     1    17
 -9.2489246933254027E-02 a       426     0    18     1    18
 -7.7984839995839869E-02 a       427     0    18     1    19
  3.4767201334795099E-02 a       428     0    18     1    20
  3.8805357965958936E-02 a       429     0    18     1    21
  1.3876569356049759E-01 a       430     0    18     1    22
 -2.7732217221908428E-01 a       431     0    18     1    23
 -1.2346053413396045E-01 a       432     0    18     1    24
 -4.7495075874892628E-02 a       433     0    19     1     1
  1.9644701768026129E-01 a       434     0    19     1     2
  1.2733235753780617E-01 a       435     0    19     1     3
  1.0630891294610749E-01 a       436     0    19     1     4
 -9.9213411896498668E-02 a       437     0    19     1     5
 -8.0538993631088199E-02 a       438     0    19     1     6
 -5.8509146504208853E-02 a       439     0    19     1     7
 -9.9358194362563435E-02 a       440     0    19     1     8
  8.5962948273470494E-03 a       441     0    19     1     9
 -2.6047227432824094E-01 a       442     0    19     1    10
  2.5502983190490588E-02 a       443     0    19     1    11
  7.2638539084737996E-02 a       444     0    19     1    12
 -1.1757113399269381E-02 a       445     0    19     1    13
 -4.0570561344228588E-02 a       446     0    19     1    14
 -4.5576939999185169E-02 a       447     0    19     1    15
 -2.9915239835688320E-02 a       448     0    19     1    16
  2.4499893940442280E-01 a       449     0    19     1    17
  8.4900384384850369E-02 a       450     0    19     1    18
 -1.0891058744872817E-01 a       451     0    19     1    19
  2.2390329299078852E-02 a       452     0    19     1    20
  1.8419460353666534E-01 a       453     0    19     1    21
  1.7529839013326073E-01 a       454     0    19     1    22
 -2.3524319230153104E-01 a       455     0    19     1    23
 -1.3949426751686339E-01 a       456     0    19     1    24
 -4.7263262128837448E-02 a       457     0    20     1     1
  1.0691157726947308E-01 a       458     0    20     1     2
  1.7709847778472551E-01 a       459     0    20     1     3
  2.2600873698279283E-01 a       460     0    20     1     4
  6.4611157153234969E-02 a       461     0    20     1     5
  2.1401015245890068E-01 a       462     0    20     1     6
 -1.1404421028204205E-01 a       463     0    20     1     7
  1.7282835032068324E-02 a       464     0    20     1     8
  1.8797390010604504E-02 a       465     0    20     1     9
  2.2344351408625121E-01 a       466     0    20     1    10
  3.2722965104881080E-01 a       467     0    20     1    11
 -6.0402888680080015E-02 a       468     0    20     1    12
  1.8475352170498213E-01 a       469     0    20     1    13
 -6.2468129413877020E-02 a       470     0    20     1    14
  4.9584779298992958E-02 a       471     0    20     1    15
 -2.7241231679418632E-01 a       472     0    20     1    16
 -7.0583461166381992E-02 a       473     0    20     1    17
  1.7258159985038643E-01 a       474     0    20     1    18
  2.0076854469704206E-01 a       475     0    20     1    19
 -1.2109283240378467E-01 a       476     0    20     1    20
  4.9248295630917616E-01 a       477     0    20     1    21
  5.6360867539059245E-01 a       478     0    20     1    22
 -1.2670335153551629E-01 a       479     0    20     1    23
 -8.8033554270766770E-02 a       480     0    20     1    24
  2.2524181152008213E-01 a       481     0    21     1     1
 -8.0222388462100960E-02 a       482     0    21     1     2
 -1.1905928431648963E-02 a       483     0    21     1     3
 -2.9237566469836749E-02 a       484     0    21     1     4
  6.1147161758333564E-05 a       485     0    21     1     5
 -1.0759672542600879E-01 a       486     0    21     1     6
  1.7556342781418051E-02 a       487     0    21     1     7
  2.0801801140718121E-01 a       488     0    21     1     8
  1.0786330987240071E-01 a       489     0    21     1     9
 -1.7139708981065674E-01 a       490     0    21     1    10
 -1.2736551219728062E-01 a       491     0    21     1    11
 -2.9162019477829942E-01 a       492     0    21     1    12
 -1.3808113440582812E-01 a       493     0    21     1    13
  9.7165389665729143E-02 a       494     0    21     1    14
  3.2595163044129116E-01 a       495     0    21     1    15
  3.6816282971751030E-01 a       496     0    21     1    16
  1.5727124217355251E-01 a       497     0    21     1    17
  1.1099599458434538E-01 a       498     0    21     1    18
 -4.0470493026893692E-02 a       499     0    21     1    19
 -6.8028846601024290E-02 a       500     0    21     1    20
 -2.6199384552653460E-01 a       501     0    21     1    21
 -5.1786376737516060E-01 a       502     0    21     1    22
 -2.5297281046953202E-01 a       503     0    21     1    23
 -3.6252326166268678E-01 a       504     0    21     1    24
 -1.9570717863219689E-01 a       505     0    22     1     1
  2.8098425606870225E-01 a       506     0    22     1     2
  2.1553126712554004E-02 a       507     0    22     1     3
 -8.5031333134040436E-03 a       508     0    22     1     4
  1.1976420518384479E-01 a       509     0    22     1     5
  6.9545061215386528E-01 a       510     0    22     1     6
 -5.8826471195875518E-01 a       511     0    22     1     7
 -3.8732260581216876E-01 a       512     0    22     1     8
  4.3558767663244435E-01 a       513     0    22     1     9
 -6.1374480961691999E-02 a       514     0    22     1    10
  6.8952537529091099E-02 a       515     0    22     1    11
 -4.1852893824092374E-01 a       516     0    22     1    12
 -4.2843619907517105E-01 a       517     0    22     1    13
 -3.6485085504957504E-01 a       518     0    22     1    14
  1.4032711245452753E-01 a       519     0    22     1    15
 -5.1359222716194974E-02 a       520     0    22     1    16
 -5.6919739428085958E-01 a       521     0    22     1    17
 -3.2832515241487092E-01 a       522     0    22     1    18
 -5.9920880633314644E-01 a       523     0    22     1    19
  9.1605340131272384E-01 a       524     0    22     1    20
 -5.4558081322350616E-01 a       525     0    22     1    21
 -1.0443090598875006E-01 a       526     0    22     1    22
  1.3650860971398501E-01 a       527     0    22     1    23
 -4.9440247654624375E-01 a       528     0    22     1    24
 -5.1428721588430426E-02 a       529     0    23     1     1
